"Species";"Table";"Phylum";"Note"
"Nitzschia pungens";"Phytoplankton";;
"Nitzschia pungens";"Phytoplankton";;"Split ODA entry: 'Nitzschia pungens/seriata'"
"Nitzschia seriata";"Phytoplankton";;"Split ODA entry: 'Nitzschia pungens/seriata'"
"Nitzschia seriata";"Phytoplankton";;
"Nitzschia seriata-group";"Phytoplankton";;
"Nitzschia sigmoidea";"Phytoplankton";;
"Nitzschia sp.";"Phytoplankton";;
"Nitzschia subcohaerens";"Phytoplankton";;
"Noctiluca scintillans";"Phytoplankton";;
"Noctiluca sp.";"Phytoplankton";;
"Nodularia sp.";"Phytoplankton";;
"Nodularia spumigena";"Phytoplankton";;
"Nostocales";"Phytoplankton";;
"Nostocophyceae";"Phytoplankton";;
"Oblea rotunda";"Phytoplankton";;
"Oblea sp.";"Phytoplankton";;
"Ochromonas cosmopolitia";"Phytoplankton";;
"Ochromonas sp.";"Phytoplankton";;
"Odontella aurita";"Phytoplankton";;
"Odontella granulata";"Phytoplankton";;
"Odontella mobiliensis";"Phytoplankton";;
"Odontella regia";"Phytoplankton";;
"Odontella rhombus";"Phytoplankton";;
"Odontella sinensis";"Phytoplankton";;
"Odontella sp.";"Phytoplankton";;
"Oocystis sp.";"Phytoplankton";;
"Oscillatoria limnetica";"Phytoplankton";;
"Oscillatoria sp.";"Phytoplankton";;
"Oxyrrhis marina";"Phytoplankton";;
"Oxytoxum sp.";"Phytoplankton";;
"Pachysphaera sp.";"Phytoplankton";;
"Pachysphaera  sp.";"Phytoplankton";;"Split ODA entry: 'Pachysphaera/Pterosperma sp.'"
"Pterosperma sp.";"Phytoplankton";;"Split ODA entry: 'Pachysphaera/Pterosperma sp.'"
"Parafavella denticulata";"Phytoplankton";;
"Parafavella spp.";"Phytoplankton";;
"Paralia sulcata";"Phytoplankton";;
"Paraphysomonas sp.";"Phytoplankton";;
"Parvicorbicula socialis";"Phytoplankton";;
"Pediastrum boryanum";"Phytoplankton";;
"Pediastrum kawraiskyi";"Phytoplankton";;
"Pediastrum sp.";"Phytoplankton";;
"Pedinellales";"Phytoplankton";;
"Pentapharsodinium dalei";"Phytoplankton";;
"Peridiniales";"Phytoplankton";;
"Peridiniella catenata";"Phytoplankton";;
"Peridinium quinquecorne";"Phytoplankton";;
"Peridinium sp.";"Phytoplankton";;
"Phacus longicauda";"Phytoplankton";;
"Phaeocystis pouchetii";"Phytoplankton";;
"Phaeocystis sp.";"Phytoplankton";;
"Phaeodactylum sp.";"Phytoplankton";;
"Picoplankton, unidentified";"Phytoplankton";;
"Plagiogramma brockmannii";"Phytoplankton";;
"Plagiogramma sp.";"Phytoplankton";;
"Plagiogrammopsis vanheurckii";"Phytoplankton";;
"Plagioselmis prolonga";"Phytoplankton";;
"Planktolyngbya limnetica";"Phytoplankton";;
"Planktolyngbya sp.";"Phytoplankton";;
"Planktonema lauterbornii";"Phytoplankton";;
"Planktonema sp.";"Phytoplankton";;
"Planktothrix agardhii";"Phytoplankton";;
"Planktothrix sp.";"Phytoplankton";;
"Pleurosigma sp.";"Phytoplankton";;
"Polykrikos schwartzii";"Phytoplankton";;
"Polykrikos sp.";"Phytoplankton";;
"Porosira glacialis";"Phytoplankton";;
"Prasinophyceae";"Phytoplankton";;
"Proboscia alata";"Phytoplankton";;
"Prorocentrales";"Phytoplankton";;
"Prorocentrum balticum";"Phytoplankton";;
"Prorocentrum compressum";"Phytoplankton";;
"Prorocentrum gracile";"Phytoplankton";;
"Prorocentrum lima";"Phytoplankton";;
"Prorocentrum micans";"Phytoplankton";;
"Prorocentrum minimum";"Phytoplankton";;
"Prorocentrum sp.";"Phytoplankton";;
"Prorocentrum triestinum";"Phytoplankton";;
"Proterythropsis vigilans";"Phytoplankton";;
"Protoceratium reticulatum";"Phytoplankton";;
"Protoperidinium achromaticum";"Phytoplankton";;
"Protoperidinium bipes";"Phytoplankton";;
"Protoperidinium breve";"Phytoplankton";;
"Protoperidinium brevipes";"Phytoplankton";;
"Protoperidinium cerasus";"Phytoplankton";;
"Protoperidinium claudicans";"Phytoplankton";;
"Protoperidinium conicoides";"Phytoplankton";;
"Protoperidinium conicum";"Phytoplankton";;
"Protoperidinium conicum-group";"Phytoplankton";;
"Protoperidinium crassipes";"Phytoplankton";;
"Protoperidinium curtipes";"Phytoplankton";;
"Protoperidinium curvipes";"Phytoplankton";;
"Protoperidinium denticulatum";"Phytoplankton";;
"Protoperidinium depressum";"Phytoplankton";;
"Protoperidinium divergens";"Phytoplankton";;
"Protoperidinium excentricum";"Phytoplankton";;
"Protoperidinium granii";"Phytoplankton";;
"Protoperidinium leonis";"Phytoplankton";;
"Protoperidinium minutum";"Phytoplankton";;
"Protoperidinium oblongum";"Phytoplankton";;
"Protoperidinium ovatum";"Phytoplankton";;
"Protoperidinium pallidum";"Phytoplankton";;
"Protoperidinium paulsenii";"Phytoplankton";;
"Protoperidinium pellucidum";"Phytoplankton";;
"Protoperidinium pentagonum";"Phytoplankton";;
"Protoperidinium punctulatum";"Phytoplankton";;
"Protoperidinium pyriforme";"Phytoplankton";;
"Protoperidinium sp.";"Phytoplankton";;
"Protoperidinium steinii";"Phytoplankton";;
"Protoperidinium steinii";"Phytoplankton";;"Split ODA entry: 'Protoperidinium steinii/pyriforme'"
"Protoperidinium pyriforme";"Phytoplankton";;"Split ODA entry: 'Protoperidinium steinii/pyriforme'"
"Protoperidinium thorianum";"Phytoplankton";;
"Prymnesiophyceae";"Phytoplankton";;
"Prymnesium parvum";"Phytoplankton";;
"Prymnesium sp.";"Phytoplankton";;
"Pseudanabaena limnetica";"Phytoplankton";;
"Pseudanabaena sp.";"Phytoplankton";;
"Pseudobodo sp.";"Phytoplankton";;
"Pseudomystides southerni";"Phytoplankton";;
"Pseudonitzschia delicatissima";"Phytoplankton";;
"Pseudonitzschia pungens";"Phytoplankton";;
"Pseudonitzschia pungens";"Phytoplankton";;"Split ODA entry: 'Pseudonitzschia pungens/seriata'"
"Pseudonitzschia seriata";"Phytoplankton";;"Split ODA entry: 'Pseudonitzschia pungens/seriata'"
"Pseudonitzschia seriata";"Phytoplankton";;
"Pseudonitzschia, delicatissima group";"Phytoplankton";;
"Pseudonitzschia, seriata group";"Phytoplankton";;
"Pseudopedinella pyriformis";"Phytoplankton";;
"Pseudopedinella sp.";"Phytoplankton";;
"Pseudopedinella tricostata";"Phytoplankton";;
"Pseudoperanema trichophorum";"Phytoplankton";;
"Pteromonas spp.";"Phytoplankton";;
"Pterosperma sp.";"Phytoplankton";;
"Pyramimonas longicauda";"Phytoplankton";;
"Pyramimonas sp.";"Phytoplankton";;
"Pyramimonas  sp.";"Phytoplankton";;"Split ODA entry: 'Pyramimonas/Tetraselmis sp.'"
"Tetraselmis sp.";"Phytoplankton";;"Split ODA entry: 'Pyramimonas/Tetraselmis sp.'"
"Pyrophacus horologium";"Phytoplankton";;
"Quadricoccus ellipticus";"Phytoplankton";;
"Rhaphoneis sp.";"Phytoplankton";;
"Rhaphoneis suriella";"Phytoplankton";;
"Rhizosolenia alata";"Phytoplankton";;
"Rhizosolenia calcar-avis";"Phytoplankton";;
"Rhizosolenia delicatula";"Phytoplankton";;
"Rhizosolenia fragilissima";"Phytoplankton";;
"Rhizosolenia hebetata";"Phytoplankton";;
"Rhizosolenia hebetata f. semispina";"Phytoplankton";;
"Rhizosolenia hebetata";"Phytoplankton";;"Split ODA entry: 'Rhizosolenia hebetata/setigera'"
"Rhizosolenia setigera";"Phytoplankton";;"Split ODA entry: 'Rhizosolenia hebetata/setigera'"
"Rhizosolenia imbricata";"Phytoplankton";;
"Rhizosolenia imbricata f. scrubsolei";"Phytoplankton";;
"Rhizosolenia indica";"Phytoplankton";;
"Rhizosolenia minima";"Phytoplankton";;
"Rhizosolenia phuketensis";"Phytoplankton";;
"Rhizosolenia pungens";"Phytoplankton";;
"Rhizosolenia robusta";"Phytoplankton";;
"Rhizosolenia setigera";"Phytoplankton";;
"Rhizosolenia shrubsolei";"Phytoplankton";;
"Rhizosolenia sp.";"Phytoplankton";;
"Rhizosolenia stolterfothii";"Phytoplankton";;
"Rhizosolenia styliformis";"Phytoplankton";;
"Rhodomonas marina";"Phytoplankton";;
"Rhoicosphenia curvata";"Phytoplankton";;
"Salpingella spp.";"Phytoplankton";;
"Salpingoeca sp.";"Phytoplankton";;
"Scenedesmus acuminatus";"Phytoplankton";;
"Scenedesmus opoliensis-group";"Phytoplankton";;
"Scenedesmus quadricauda";"Phytoplankton";;
"Scenedesmus sp.";"Phytoplankton";;
"Schroederella schroederi";"Phytoplankton";;
"Schroederella  sp.";"Phytoplankton";;"Split ODA entry: 'Schroederella/Lauderia sp.'"
"Lauderia sp.";"Phytoplankton";;"Split ODA entry: 'Schroederella/Lauderia sp.'"
"Scrippsiella group";"Phytoplankton";;
"Scrippsiella sp.";"Phytoplankton";;
"Scrippsiella trochoidea";"Phytoplankton";;
"Scutico ciliates";"Phytoplankton";;
"Skeletonema costatum";"Phytoplankton";;
"Skeletonema costatum";"Phytoplankton";;"Split ODA entry: 'Skeletonema costatum/subsalsum'"
"Skeletonema subsalsum";"Phytoplankton";;"Split ODA entry: 'Skeletonema costatum/subsalsum'"
"Skeletonema sp.";"Phytoplankton";;
"Skeletonema subsalsum";"Phytoplankton";;
"Snowella lacustris";"Phytoplankton";;
"Snowella litoralis <celle>";"Phytoplankton";;
"Snowella septentrionales";"Phytoplankton";;
"Snowella spp.";"Phytoplankton";;
"Spirulina sp.";"Phytoplankton";;
"Spirulina subsalsa";"Phytoplankton";;
"Staurastrum sp.";"Phytoplankton";;
"Stauroneis membranaceae";"Phytoplankton";;
"Stenosomella spp.";"Phytoplankton";;
"Stephanopyxis turris";"Phytoplankton";;
"Stichococcus minutissimus";"Phytoplankton";;
"Stichococcus spp.";"Phytoplankton";;
"Streptotheca thamensis";"Phytoplankton";;
"Striatella unipunctata";"Phytoplankton";;
"Strobilidium sp.";"Phytoplankton";;
"Strombidinopsis spp.";"Phytoplankton";;
"Strombidium";"Phytoplankton";;
"Strombidium conicum";"Phytoplankton";;
"Strombidium cornucopiae";"Phytoplankton";;
"Strombidium coronata";"Phytoplankton";;
"Strombidium delicatissima";"Phytoplankton";;
"Strombidium emergens";"Phytoplankton";;
"Strombidium reticulata";"Phytoplankton";;
"Surirella sp.";"Phytoplankton";;
"Synchaeta spp.";"Phytoplankton";;
"Synechococcus sp.";"Phytoplankton";;
"Synedra actinastroides";"Phytoplankton";;
"Synedra acus";"Phytoplankton";;
"Synedra berolinensis";"Phytoplankton";;
"Synedra sp.";"Phytoplankton";;
"Synedra ulna";"Phytoplankton";;
"Tabellaria sp.";"Phytoplankton";;
"Teleaulax acuta";"Phytoplankton";;
"Teleaulax amphioxeia";"Phytoplankton";;
"Teleaulax sp.";"Phytoplankton";;
"Telonema sp.";"Phytoplankton";;
"Telonema subtile";"Phytoplankton";;
"Tetraedron sp.";"Phytoplankton";;
"Tetraselmis sp.";"Phytoplankton";;
"Thalassionema nitzschioides";"Phytoplankton";;
"Thalassionema sp.";"Phytoplankton";;
"Thalassiosira angulata";"Phytoplankton";;
"Thalassiosira anguste-lineata";"Phytoplankton";;
"Thalassiosira baltica";"Phytoplankton";;
"Thalassiosira constricta";"Phytoplankton";;
"Thalassiosira decipiens";"Phytoplankton";;
"Thalassiosira eccentrica";"Phytoplankton";;
"Thalassiosira lacustris";"Phytoplankton";;
"Thalassiosira levanderi";"Phytoplankton";;
"Thalassiosira minima";"Phytoplankton";;
"Thalassiosira nordenskioeldii";"Phytoplankton";;
"Thalassiosira punctigera";"Phytoplankton";;
"Thalassiosira rotula";"Phytoplankton";;
"Thalassiosira sp.";"Phytoplankton";;
"Tiarina fusus";"Phytoplankton";;
"Tiarina sp.";"Phytoplankton";;
"Tintinnidae";"Phytoplankton";;
"Tintinnopsis";"Phytoplankton";;
"Tintinnopsis beroidea";"Phytoplankton";;
"Tintinnopsis campanula";"Phytoplankton";;
"Tintinnopsis cylindrica";"Phytoplankton";;
"Tintinnopsis fluviatile";"Phytoplankton";;
"Tintinnopsis magna";"Phytoplankton";;
"Tintinnopsis minuta";"Phytoplankton";;
"Tintinnopsis parva";"Phytoplankton";;
"Tintinnopsis rapa";"Phytoplankton";;
"Tintinnopsis sp.";"Phytoplankton";;
"Tontonia spp.";"Phytoplankton";;
"Torodinium robustum";"Phytoplankton";;
"Trachelomonas spp.";"Phytoplankton";;
"Triceratium alternans";"Phytoplankton";;
"Triceratium favus";"Phytoplankton";;
"Ulotrichales";"Phytoplankton";;
"Ultrananoplankton, unidentified";"Phytoplankton";;
"Unidentified";"Phytoplankton";;
"Unidentified flagellates";"Phytoplankton";;
"Unidentified flagellates, cysts";"Phytoplankton";;
"Unidentifred ciliates";"Phytoplankton";;
"Unidentifred oligotrich ciliates";"Phytoplankton";;
"Unidentifred tintinnids";"Phytoplankton";;
"Uronema spp.";"Phytoplankton";;
"Urotrichia spp.";"Phytoplankton";;
"Volvocales";"Phytoplankton";;
"Vorticella spp.";"Phytoplankton";;
"Warnowia sp.";"Phytoplankton";;
"Woronichinia compacta";"Phytoplankton";;"Split ODA entry: 'Woronichinia compacta/Coelomoron pusillu'"
"Coelomoron pusillu";"Phytoplankton";;"Split ODA entry: 'Woronichinia compacta/Coelomoron pusillu'"
"Woronichinia naegeliana";"Phytoplankton";;
"Woronichinia sp.";"Phytoplankton";;
"Woronichinia  sp.";"Phytoplankton";;"Split ODA entry: 'Woronichinia/Gomphosphaeria sp.'"
"Gomphosphaeria sp.";"Phytoplankton";;"Split ODA entry: 'Woronichinia/Gomphosphaeria sp.'"
"Zygabikodinium lenticulatum";"Phytoplankton";;
"Acartia bifilosa";"Zooplankton";;
"Acartia clausi";"Zooplankton";;
"Acartia discaudata";"Zooplankton";;
"Acartia longiremis";"Zooplankton";;
"Acartia spp.";"Zooplankton";;
"Acartia tonsa";"Zooplankton";;
"Annelida";"Zooplankton";;
"Apoda";"Zooplankton";;
"Aporrhais pespelicani";"Zooplankton";;
"Ascidiacea indet.";"Zooplankton";;
"Asterias rubens";"Zooplankton";;
"Asteroidea bipinnaria";"Zooplankton";;
"Asteroidea brachiolaria";"Zooplankton";;
"Aurelia aurita";"Zooplankton";;
"Autolytinae";"Zooplankton";;
"Balanus balanoides";"Zooplankton";;
"Balanus balanus";"Zooplankton";;
"Balanus crenatus";"Zooplankton";;
"Balanus cypris";"Zooplankton";;
"Balanus improvisus";"Zooplankton";;
"Balanus sp.";"Zooplankton";;
"Belone belone";"Zooplankton";;
"Bivalvia indet.";"Zooplankton";;
"Bosmina coregoni maritima";"Zooplankton";;
"Bosmina longirostris";"Zooplankton";;
"Bosmina sp.";"Zooplankton";;
"Bougainvillia sp.";"Zooplankton";;
"Bougainvillia superciliaris";"Zooplankton";;
"Brachionus angularis";"Zooplankton";;
"Brachionus plicatilis";"Zooplankton";;
"Brachionus quadridentatus";"Zooplankton";;
"Brachionus urceolaris";"Zooplankton";;
"Branchiostoma lanceolatum";"Zooplankton";;
"Bryozoa";"Zooplankton";;
"Calanoida";"Zooplankton";;
"Calanoide nauplier";"Zooplankton";;
"Calanus finmarchicus";"Zooplankton";;
"Calanus helgolandicus";"Zooplankton";;
"Calanus spp.";"Zooplankton";;
"Caligus spp.";"Zooplankton";;
"Calocaris macandreae";"Zooplankton";;
"Cancer pagurus";"Zooplankton";;
"Candacia";"Zooplankton";;
"Candacia armata";"Zooplankton";;
"Carcinus maenas";"Zooplankton";;
"Centropages hamatus";"Zooplankton";;
"Centropages spp.";"Zooplankton";;
"Centropages typicus";"Zooplankton";;
"Chydorus sphaericus";"Zooplankton";;
"Ciona sp.";"Zooplankton";;
"Cladocera";"Zooplankton";;
"Cladocera eggs";"Zooplankton";;
"Clupea harengus";"Zooplankton";;
"Clupeidae sp.";"Zooplankton";;
"Clytia hemisphaerica";"Zooplankton";;
"Cnidaria";"Zooplankton";;
"Conopeum reticulum";"Zooplankton";;
"Conopeum seurati";"Zooplankton";;
"Copecod nauplier";"Zooplankton";;
"Copepod eggs";"Zooplankton";;
"Copepoda";"Zooplankton";;
"Corycaeus anglicus";"Zooplankton";;
"Coscinodiscus sp.";"Zooplankton";;
"Crangon allmani";"Zooplankton";;
"Crangon crangon";"Zooplankton";;
"Crustacea";"Zooplankton";;
"Ctenophora";"Zooplankton";;
"Cyanea capillata";"Zooplankton";;
"Cyclopina sp.";"Zooplankton";;
"Cyclopod eggs";"Zooplankton";;
"Cyclopoida";"Zooplankton";;
"Cyclopoide nauplier";"Zooplankton";;
"Cyclops spp.";"Zooplankton";;
"Cyphonautes";"Zooplankton";;
"Daphnia sp.";"Zooplankton";;
"Decapoda indet.";"Zooplankton";;
"Diaixis hibernica";"Zooplankton";;
"Diaphanosoma brachyurum";"Zooplankton";;
"Didinium spp.";"Zooplankton";;
"Echinocardium cordatum";"Zooplankton";;
"Echinodermata";"Zooplankton";;
"Echinoidea";"Zooplankton";;
"Electra crustulenta";"Zooplankton";;
"Electra monostachys";"Zooplankton";;
"Electra pilosa";"Zooplankton";;
"Enchelyopus cimbrius";"Zooplankton";;
"Ephyra indet";"Zooplankton";;
"Epicaridea sp.";"Zooplankton";;
"Epiphanes sp.";"Zooplankton";;
"Eteone longa";"Zooplankton";;
"Euchlanis dilatata";"Zooplankton";;
"Euphausiacea indet.";"Zooplankton";;
"Eurytemora affinis";"Zooplankton";;
"Eurytemora hirundo";"Zooplankton";;
"Eurytemora hirundoides";"Zooplankton";;
"Eurytemora spp.";"Zooplankton";;
"Evadne nordmanni";"Zooplankton";;
"Evadne spinifera";"Zooplankton";;
"Evadne spp.";"Zooplankton";;
"Filinia longiseta";"Zooplankton";;
"Foraminifera";"Zooplankton";;
"Fritillaria borealis";"Zooplankton";;
"Gadus morhua";"Zooplankton";;
"Gasterosteus aculeatus";"Zooplankton";;
"Gastropoda indet.";"Zooplankton";;
"Gattyana cirrosa";"Zooplankton";;
"Glycera alba";"Zooplankton";;
"Gobiidae indet.";"Zooplankton";;
"Gobius spp.";"Zooplankton";;
"Halacarida spp.";"Zooplankton";;
"Halacaridae";"Zooplankton";;
"Harmothoe imbricata";"Zooplankton";;
"Harmothoe impar";"Zooplankton";;
"Harmothoe sp.";"Zooplankton";;
"Harpacticoida";"Zooplankton";;
"Harpaticoid eggs";"Zooplankton";;
"Harpaticoide nauplier";"Zooplankton";;
"Hinia reticulata";"Zooplankton";;
"Hydracarina";"Zooplankton";;
"Hydrobia ulvae";"Zooplankton";;
"Hyperia galba";"Zooplankton";;
"Kellicottia longispina";"Zooplankton";;
"Keratella cochlearis";"Zooplankton";;
"Keratella cruciformis";"Zooplankton";;
"Keratella quadrata";"Zooplankton";;
"Keratella sp.";"Zooplankton";;
"Lamellibranchiata";"Zooplankton";;
"Lanice conchilega";"Zooplankton";;
"Lepidonotus squamatus";"Zooplankton";;
"Lernaeocera branchialis";"Zooplankton";;
"Leuckartiara octona";"Zooplankton";;
"Limanda limanda";"Zooplankton";;
"Limnocalanus macrurus";"Zooplankton";;
"Littorina littorea";"Zooplankton";;
"Lizzia blondina";"Zooplankton";;
"Longipedia sp.";"Zooplankton";;
"Macropipus sp.";"Zooplankton";;
"Macropodia rostrata";"Zooplankton";;
"Magelona mirabilis";"Zooplankton";;
"Malacoceros sp.";"Zooplankton";;
"Membranipora membranacea";"Zooplankton";;
"Mesaiokeras nanseni";"Zooplankton";;
"Mesocyclops leuckarti";"Zooplankton";;
"Metridia lucens";"Zooplankton";;
"Metridia spp.";"Zooplankton";;
"Microcalanus pygmaeus";"Zooplankton";;
"Microcalanus sp.";"Zooplankton";;
"Mnemiopsis leidyi";"Zooplankton";;
"Monstrilla sp.";"Zooplankton";;
"Mya arenaria";"Zooplankton";;
"Myriochele danielsseni";"Zooplankton";;
"Mysidacea";"Zooplankton";;
"Mystides southerni";"Zooplankton";;
"Mytilus edulis";"Zooplankton";;
"Nauplie";"Zooplankton";;
"Neanthes succinea";"Zooplankton";;
"Nematocera";"Zooplankton";;
"Nematoda";"Zooplankton";;
"Nephtys ciliata";"Zooplankton";;
"Nereididae";"Zooplankton";;
"Nereimyra punctata";"Zooplankton";;
"Nereis pelagica";"Zooplankton";;
"Nerophis ophidion";"Zooplankton";;
"Noctiluca scintillans";"Zooplankton";;
"Notholca acuminata";"Zooplankton";;
"Notholca bipalium";"Zooplankton";;
"Notholca squamula";"Zooplankton";;
"Notholca striata";"Zooplankton";;
"Obelia sp.";"Zooplankton";;
"Oikopleura dioica";"Zooplankton";;
"Oikopleura spp.";"Zooplankton";;
"Oithona atlantica";"Zooplankton";;
"Oithona nana";"Zooplankton";;
"Oithona similis";"Zooplankton";;
"Oithona spp.";"Zooplankton";;
"Oncaea spp.";"Zooplankton";;
"Ophiothrix fragilis";"Zooplankton";;
"Ophiura albida";"Zooplankton";;
"Ophiura sp.";"Zooplankton";;
"Ophiuroidea indet.";"Zooplankton";;
"Ostracoda";"Zooplankton";;
"Pagurus bernhardus";"Zooplankton";;
"Palaemon adspersus";"Zooplankton";;
"Palaemon elegans";"Zooplankton";;
"Palaemon sp.";"Zooplankton";;
"Paracalanus parvus";"Zooplankton";;
"Paracalanus sp.";"Zooplankton";;
"Parasitisk copepod indet.";"Zooplankton";;
"Pectinaria auricoma";"Zooplankton";;
"Pectinaria sp.";"Zooplankton";;
"Peltogaster sulcatus";"Zooplankton";;
"Penilia avirostris";"Zooplankton";;
"Philine aperta";"Zooplankton";;
"Phoronis muelleri";"Zooplankton";;
"Phyllodoce groenlandica";"Zooplankton";;
"Phyllodocidae";"Zooplankton";;
"Pisces indet.";"Zooplankton";;
"Platichthys flesus";"Zooplankton";;
"Pleopsis polyphemoides";"Zooplankton";;
"Pleurobrachia pileus";"Zooplankton";;
"Pleuronectidae";"Zooplankton";;
"Podon intermedius";"Zooplankton";;
"Podon leuckarti";"Zooplankton";;
"Podon polyphemoides";"Zooplankton";;
"Podon sp.";"Zooplankton";;
"Polyarthra dolichoptera";"Zooplankton";;
"Polychaeta indet.";"Zooplankton";;
"Polydora caeca";"Zooplankton";;
"Polydora ciliata";"Zooplankton";;
"Polydora cornuta";"Zooplankton";;
"Polydora sp.";"Zooplankton";;
"Polynoidae indet.";"Zooplankton";;
"Pomatoschistus minutus";"Zooplankton";;
"Pompholyx sulcata";"Zooplankton";;
"Prionospio malmgreni";"Zooplankton";;
"Proceraea spp.";"Zooplankton";;
"Procerastea sp.";"Zooplankton";;
"Psammechinus miliaris";"Zooplankton";;
"Pseudocalanus elongatus";"Zooplankton";;
"Pseudocalanus minutus";"Zooplankton";;
"Pseudocalanus sp.";"Zooplankton";;
"Pygospio elegans";"Zooplankton";;
"Rathkea octopunctata";"Zooplankton";;
"Rotaria sp.";"Zooplankton";;
"Rotifera eggs";"Zooplankton";;
"Rotifera indet";"Zooplankton";;
"Sacculina carcini";"Zooplankton";;
"Sagitta elegans";"Zooplankton";;
"Sagitta setosa";"Zooplankton";;
"Sagitta spp.";"Zooplankton";;
"Sarsia gemmifera";"Zooplankton";;
"Sarsia sp.";"Zooplankton";;
"Scolelepis foliosa";"Zooplankton";;
"Scolelepis sp.";"Zooplankton";;
"Scyphozoa";"Zooplankton";;
"Spio sp.";"Zooplankton";;
"Spionidae";"Zooplankton";;
"Sprattus sprattus";"Zooplankton";;
"Synchaeta grimpei";"Zooplankton";;
"Synchaeta spp.";"Zooplankton";;
"Syngnathus acus";"Zooplankton";;
"Syngnathus rostellatus";"Zooplankton";;
"Syngnathus typhle";"Zooplankton";;
"Tardigrada indet";"Zooplankton";;
"Temora longicornis";"Zooplankton";;
"Temora sp.";"Zooplankton";;
"Thaumaleus thompsoni";"Zooplankton";;
"Thysanoessa inermis";"Zooplankton";;
"Tiaropsis multicirrata";"Zooplankton";;
"Tigriopus sp.";"Zooplankton";;
"Tintinnidae";"Zooplankton";;
"Tomoptoris septentrionalis";"Zooplankton";;
"Trichocerca marina";"Zooplankton";;
"Trichocerca sp.";"Zooplankton";;
"Trochochaeta multisetosa";"Zooplankton";;
"Tunicata";"Zooplankton";;
"Turbellaria";"Zooplankton";;
"Unidentified";"Zooplankton";;
"Unidentifred ciliates";"Zooplankton";;
"Verruca stroemia";"Zooplankton";;
